,Αριθμός Ταυτότητας,Ημερομηνία Έκδοσης,Όνομα,Given Name,Επώνυμο,Surname,Πατρώνυμο,Mητέρας Όνομα,Επίθετο Μητέρας,Ημερομηνία Γέννησης,Καταγωγή,Ύψος,Δημότης,Αρχή Έκδοσης Δελτίου
312,N3243801,26/04/2021,Κωστούλα,Kostoula,Μαντά,Manta,Ιάσων,Συμεωνία,Ιωσηφίδου,22/07/1983,Κεφαλληνία Κοζάνη,-,Καστοριά 34378/4,Υ.Α. Κοζάνη Κεφαλληνία
313,A2597004,07/01/2020,Αγάθη,Agathe,Δημοπούλου,Demopoulou,Αγαπητός,Νικολίτσα,Αναστασάκη,20/05/1939,Πιερία Ερμούπολη,-,Καβάλα 91877/5,Υ.Α. Ερμούπολη Πιερία
314,OE6494007,08/09/2009,Ντανιέλα,Ntaniela,Χριστοπούλου,Khristopoulou,Τίμων,Ηράκλεια,Βράσκου,03/09/1972,Αιτωλία & Ακαρνανία Ηράκλειο,-,Σπάρτη 03719/9,Υ.Α. Ηράκλειο Αιτωλία & Ακαρνανία
315,ZB7217457,20/01/2007,Περικλής,Perikles,Σταυρόπουλος,Stauropoulos,Ταξιάρχης,Χριστίνα,Τριφτανίδου,05/06/1954,Χαλκιδική Λευκάδα,-,Αγ. Νικόλαος 29967/2,Υ.Α. Λευκάδα Χαλκιδική
316,Z5293211,03/01/2009,Ρόζα,Roza,Πρέκα,Preka,Παντελής,Εμμανουέλα,Μιχαλάρου,22/01/1997,Βοιωτία Θεσσαλονίκη,-,Κόρινθος 95050/4,Υ.Α. Θεσσαλονίκη Βοιωτία
317,B3713754,13/04/2010,Μαριάννα,Marianna,Χιωτίδου,Khiotidou,Ευκλείδης,Ισμήνη,Σύψα,08/02/1963,Κορινθία Ηράκλειο,-,Ξάνθη 30773/1,Υ.Α. Ηράκλειο Κορινθία
318,TH1398083,07/09/2008,Ντανιέλα,Ntaniela,Μοσχοβάκη,Moskhobake,Θαλής,Παυλίνα,Κουτσικούρη,26/04/1986,Βοιωτία Ναύπλιο,-,Αργοστόλι 93043/8,Υ.Α. Ναύπλιο Βοιωτία
319,MH1287451,09/06/2011,Αλεξία,Alexia,Καλογιαννάκη,Kalogiannake,Βλαδίμηρος,Ναταλίνα,Μπελέκου,29/12/2005,Καρδίτσα Καβάλα,-,Ρέθυμνο 14937/5,Υ.Α. Καβάλα Καρδίτσα
320,TZ0681370,09/07/2015,Αδαμάντιος,Adamantios,Τζιάβας,Tziabas,Αριστομένης,Χριστοδούλα,Κιορίδου,15/01/1961,Μεσσηνία Λιβαδιά,-,Ναύπλιο 08759/5,Υ.Α. Λιβαδιά Μεσσηνία
321,A0114153,06/10/2016,Ανανίας,Ananias,Κωτούλας,Kotoulas,Τηλεμαχος,Ματθίλδη,Κυρίτση,23/12/1954,Ρέθυμνο Χίος,-,Κιλκίς 41157/6,Υ.Α. Χίος Ρέθυμνο
322,H3659015,27/04/2020,Πανδώρα,Pandora,Στούμπου,Stoumpou,Μαυροειδής,Μαγδαληνή,Βασιλάκη,31/03/1919,Σάμος Λευκάδα,-,Ναύπλιο 94175/5,Υ.Α. Λευκάδα Σάμος
323,OK2036216,16/07/2011,Καλή,Kale,Γαλάνη,Galane,Φραγκίσκος,Ραλλία,Καρκανάκη,02/07/1912,Φθιώτιδα Τρίκαλα,-,Λαμία 73584/9,Υ.Α. Τρίκαλα Φθιώτιδα
324,M8365987,03/06/2021,Μερόπη,Merope,Δρόσου,Drosou,Νεοκλής,Ιωάννα,Μήτσου,15/10/1920,Τρίκαλα Καστοριά,-,Κέρκυρα 18387/2,Υ.Α. Καστοριά Τρίκαλα
325,Z5326508,10/12/2019,Κοραλία,Koralia,Μπιμπίρη,Mpimpire,Ιούλιος,Βενετία,Βλάχου,07/01/1971,Χαλκιδική Σπάρτη,-,Πολύγυρος 13653/1,Υ.Α. Σπάρτη Χαλκιδική
326,MT2574412,13/04/2018,Σάββας,Sabbas,Πισχινάς,Piskhinas,Ίκαρος,Αστέρω,Παπαδημητροπούλου,21/06/1917,Θεσπρωτία Αργοστόλι,-,Πύργος 24447/4,Υ.Α. Αργοστόλι Θεσπρωτία
327,Y4145461,12/05/2020,Τρύφων,Truphon,Χαβρεδάκης,Khabredakes,Γκίκας,Νταίζη,Βράσκου,29/04/1911,Λάρισσα Λάρισα,-,Μυτιλήνη 09174/8,Υ.Α. Λάρισα Λάρισσα
328,K7370458,05/11/2018,Δαμιανή,Damiane,Κουζουλά,Kouzoula,Λεμονής,Ευφροσύνη,Γεωργούλα,04/12/1972,Ρέθυμνο Κόρινθος,-,Κομοτηνή 90118/6,Υ.Α. Κόρινθος Ρέθυμνο
329,A1017549,29/06/2009,Ισαάκ,Isaak,Σπηλιώτης,Speliotes,Σωτήρης,Βελισσαρία,Χολέβα,12/06/1912,Χίος Βέροια,-,Ερμούπολη 76661/1,Υ.Α. Βέροια Χίος
330,E4194131,21/08/2012,Αύγουστος,Augoustos,Μυτελέτσης,Muteletses,Θεοχάρης,Αρετή,Πετροσιάν,08/08/2009,Αργολίδα Αργοστόλι,-,Αθήνα 42307/7,Υ.Α. Αργοστόλι Αργολίδα
331,N0573557,24/07/2018,Γραμματική,Grammatike,Ιωσηφίδου,Iosephidou,Κλεάνθης,Νομική,Σμιτ,10/03/1929,Ηλεία Καρπενήσι,-,Ζάκυνθος 74843/6,Υ.Α. Καρπενήσι Ηλεία
332,YX8694909,24/08/2015,Σάρρα,Sarra,Πυροβόλου,Purobolou,Μαρίνος,Ναυσικά,Ζαβιτσάνου,25/10/1944,Φωκίδα Ρέθυμνο,-,Χανιά 74386/4,Υ.Α. Ρέθυμνο Φωκίδα
333,B0498248,30/12/2017,Θησεύς,Theseus,Αξιώτης,Axiotes,Χρίστος,Παρέσσα,Σηκωτίδου,28/03/1991,Θεσπρωτία Βέροια,-,Ξάνθη 43361/4,Υ.Α. Βέροια Θεσπρωτία
334,Y8903080,03/01/2013,Ισίδωρος,Isidoros,Μανούκας,Manoukas,Ανδρέας,Ζησούλα,Παπαευαγγέλου,22/09/1916,Καρδίτσα Καλαμάτα,-,Καβάλα 95136/6,Υ.Α. Καλαμάτα Καρδίτσα
335,H5273273,22/12/2007,Αγνή,Agne,Βαβάση,Babase,Κοσμάς,Λουίζα,Βαΐου,12/05/1987,Τρίκαλα Έδεσσα,-,Κοζάνη 30132/3,Υ.Α. Έδεσσα Τρίκαλα
336,P6656302,21/10/2011,Βαλάντης,Balantes,Φουντζούλας,Phountzoulas,Γκίκας,Ραλλία,Μπαλλή,20/12/1967,Άρτα Σάμος,-,Καρπενήσι 12262/6,Υ.Α. Σάμος Άρτα
337,H9811180,17/12/2019,Ήρα,Era,Καργάκου,Kargakou,Δήμος,Κρυσταλλένια,Χατζηφώτη,28/10/1964,Ξάνθη Αθήνα,-,Πάτρα 23811/6,Υ.Α. Αθήνα Ξάνθη
338,IT6209115,09/06/2020,Ιωάννης,Ioannes,Μάργαρης,Margares,Λέων,Ζαμπέτα,Ζαχαριουδάκη,12/03/1994,Βοιωτία Αθήνα,-,Μυτιλήνη 44567/2,Υ.Α. Αθήνα Βοιωτία
339,AA2491163,09/08/2020,Γεώργιος,Georgios,Μπραζιώτης,Mpraziotes,Θεοδόσης,Σαββούλα,Γεωργίτση,19/01/1953,Σέρρες Κοζάνη,-,Λιβαδιά 23224/9,Υ.Α. Κοζάνη Σέρρες
340,H5620856,26/03/2018,Βιργινία,Birginia,Αγγελάκη,Aggelake,Αγάπιος,Χάρη,Ζυγούρη,29/01/1981,Δωδεκάνησσος Σάμος,-,Καρδίτσα 09129/6,Υ.Α. Σάμος Δωδεκάνησσος
341,ME6414984,12/04/2007,Γλυκερία,Glukeria,Διακουμή,Diakoume,Ηρόδοτος,Βαρσαμία,Σπυριδάκη,23/12/2006,Ηράκλειο Άμφισσα,-,Κόρινθος 77894/6,Υ.Α. Άμφισσα Ηράκλειο
342,K1516125,30/04/2016,Διονύσιος,Dionusios,Χριστοδουλάκης,Khristodoulakes,Μερκούριος,Ξανθή,Τσανάκα,09/12/1957,Λευκάδα Καλαμάτα,-,Φλώρινα 01117/7,Υ.Α. Καλαμάτα Λευκάδα
343,PN6896146,05/10/2020,Βικέντια,Bikentia,Δαρσακλή,Darsakle,Σωκράτης,Μεταξία,Παπανδρικοπούλου,23/02/1990,Ξάνθη Δράμα,-,Αθήνα 37824/5,Υ.Α. Δράμα Ξάνθη
344,H8674974,03/12/2016,Πασχαλιά,Paskhalia,Ποταμιάνου,Potamianou,Ζαχαρίας,Χρυσοβαλάντου,Δημητριάδου,10/06/1993,Καστοριά Κόρινθος,-,Σπάρτη 91451/7,Υ.Α. Κόρινθος Καστοριά
345,KE0034508,29/11/2014,Σταματίνα,Stamatina,Φουρκιώτη,Phourkiote,Φωκίων,Μυρτώ,Υφαντή,18/10/1973,Ρέθυμνο Σάμος,-,Θεσσαλονίκη 33970/9,Υ.Α. Σάμος Ρέθυμνο
346,KA5481779,25/05/2016,Κλεάνθης,Kleanthes,Φωκάς,Phokas,Ευάγγελος,Ευθυμία,Μισίδου,16/05/1986,Κεφαλληνία Μυτιλήνη,-,Κέρκυρα 13422/1,Υ.Α. Μυτιλήνη Κεφαλληνία
347,PI2466268,09/12/2012,Αλέξανδρος,Alexandros,Μαρκόπουλος,Markopoulos,Ασημάκης,Χαρά,Μαγούλα,01/05/2007,Ημαθία Κιλκίς,-,Λάρισα 44110/4,Υ.Α. Κιλκίς Ημαθία
348,P5269299,17/06/2018,Αγαθόνικος,Agathonikos,Σαλταούρας,Saltaouras,Χαράλαμπος,Θαλασσινή,Μαργαρίτη,18/02/1958,Ζάκυνθος Ρόδος,-,Καστοριά 12424/2,Υ.Α. Ρόδος Ζάκυνθος
349,Y5968050,05/02/2014,Σωζούσα,Sozousa,Χονδρούδη,Khondroude,Αγγελής,Νερατζιά,Αρσενάκη,05/12/1925,Άρτα Σάμος,-,Ρόδος 67277/3,Υ.Α. Σάμος Άρτα
350,XA6862851,11/07/2007,Θεανώ,Theano,Πορφυριάδου,Porphuriadou,Ευκλείδης,Αρετή,Σκαβέντζου,26/07/1963,Φθιώτιδα Δράμα,-,Λαμία 15597/4,Υ.Α. Δράμα Φθιώτιδα
351,A0778510,09/09/2009,Ματίνα,Matina,Καράμπη,Karampe,Θεοφύλακτος,Ματθίλδη,Κουτσουρέλη,26/01/1917,Θεσσαλονίκη Θεσσαλονίκη,-,Πρέβεζα 62887/5,Υ.Α. Θεσσαλονίκη Θεσσαλονίκη
352,B0844829,17/02/2010,Αμβροσία,Ambrosia,Παπανδρικοπούλου,Papandrikopoulou,Μεθόδιος,Μινέρβα,Παντίσκα,23/11/1917,Χίος Κατερίνη,-,Λαμία 61570/2,Υ.Α. Κατερίνη Χίος
353,Y3817308,01/06/2007,Σάρρα,Sarra,Κυριαννάκη,Kuriannake,Μηνάς,Κοκκώνα,Ντάνου,27/01/1961,Φωκίδα Χανιά,-,Άρτα 03912/6,Υ.Α. Χανιά Φωκίδα
354,NA6524716,20/02/2009,Σουλτάνα,Soultana,Τζιρατούδη,Tziratoude,Αλέξανδρος,Περσεφόνη,Μπατζάνη,08/02/1981,Κέρκυρα Κόρινθος,-,Αργοστόλι 42224/2,Υ.Α. Κόρινθος Κέρκυρα
355,HO4384205,15/01/2021,Ελευθερία,Eleutheria,Δαΐκου,DaIkou,Γκίκας,Μυρσίνη,Ζαχαριουδάκη,26/03/2000,Φλώρινα Ερμούπολη,-,Σπάρτη 47248/3,Υ.Α. Ερμούπολη Φλώρινα
356,Z8794747,07/09/2006,Λεωνιδιά,Leonidia,Ξένου,Ksenou,Ρίζος,Γιαννούλα,Λιούκα,08/05/1997,Τρίκαλα Δράμα,-,Κατερίνη 89247/5,Υ.Α. Δράμα Τρίκαλα
357,HZ7069536,04/08/2008,Φιλομήλα,Philomela,Ιωακειμίδου,Ioakeimidou,Όμηρος,Νερατζιά,Καρολίδου,11/04/1982,Θεσσαλονίκη Θεσσαλονίκη,-,Καλαμάτα 32022/9,Υ.Α. Θεσσαλονίκη Θεσσαλονίκη
358,EE8381628,14/02/2017,Ελευθερία,Eleutheria,Σαλέμη,Saleme,Πολυκράτης,Ανδρομάχη,Μπαφίτη,10/09/1974,Αττική Ζάκυνθος,-,Σπάρτη 10575/8,Υ.Α. Ζάκυνθος Αττική
359,YM7651624,26/09/2013,Άριστος,Aristos,Σπασόπουλος,Spasopoulos,Κυπριανός,Φλωρίνα,Ντάνου,14/10/1954,Βοιωτία Αργοστόλι,-,Αλεξανδρούπολη 23627/7,Υ.Α. Αργοστόλι Βοιωτία
360,YP2158944,18/09/2018,Κυδωνία,Kudonia,Καραμάνη,Karamane,Ιερόθεος,Ήβη,Σταματούκου,14/07/1979,Έβρος Δράμα,-,Λευκάδα 94404/6,Υ.Α. Δράμα Έβρος
361,Y1575357,20/03/2014,Χαρίτος,Kharitos,Ζορμπάς,Zormpas,Ραφαήλ,Ντανιέλα,Ψυχάρη,13/07/1997,Γρεβενά Ερμούπολη,-,Καβάλα 12589/1,Υ.Α. Ερμούπολη Γρεβενά
362,O0978256,02/05/2020,Κυπριανή,Kupriane,Βράσκου,Braskou,Ραφαήλ,Πολυξένη,Παππά,15/10/1975,Σάμος Ρέθυμνο,-,Πύργος 99248/8,Υ.Α. Ρέθυμνο Σάμος
363,HH9198092,06/07/2010,Ουρανία,Ourania,Τσιομπάνη,Tsiompane,Σεραφείμ,Λαμπρινή,Δουλγεράκη,01/10/1996,Φλώρινα Ξάνθη,-,Κατερίνη 82843/2,Υ.Α. Ξάνθη Φλώρινα
364,Z6758726,25/01/2015,Κλεάνθης,Kleanthes,Τσατσάνης,Tsatsanes,Αυγέρης,Ήλια,Μαράκη,15/11/1920,Φλώρινα Πύργος,-,Καρδίτσα 05426/2,Υ.Α. Πύργος Φλώρινα
365,N2401619,28/06/2019,Σπυριδούλα,Spuridoula,Μαργαριτάκη,Margaritake,Στέλλιος,Ισαβέλλα,Κωτσιονοπούλου,04/12/1911,Ζάκυνθος Ηγουμενίτσα,-,Αργοστόλι 07220/4,Υ.Α. Ηγουμενίτσα Ζάκυνθος
366,HI5660336,12/01/2012,Λάμπρος,Lampros,Θηβαίος,Thebaios,Τίμων,Ρηγούλα,Μάντου,13/08/1951,Καρδίτσα Άρτα,-,Χαλκίδα 17942/6,Υ.Α. Άρτα Καρδίτσα
367,H0275682,01/01/2021,Στέργιος,Stergios,Μανελίδης,Manelides,Θεολόγος,Γενοβέφα,Ντότση,16/06/1985,Κέρκυρα Τρίκαλα,-,Κομοτηνή 48765/1,Υ.Α. Τρίκαλα Κέρκυρα
368,M8983775,03/10/2015,Ζαφείριος,Zapheirios,Μπότης,Mpotes,Αγαμέμνων,Ανδρομάχη,Καρκανάκη,27/10/1915,Αττική Κοζάνη,-,Κιλκίς 34810/8,Υ.Α. Κοζάνη Αττική
369,Y8204249,27/07/2017,Άλκηστις,Alkestis,Ντζιαβίδα,Ntziabida,Ιορδάνης,Δανάη,Αναστασάκη,29/08/1918,Λακωνία Μυτιλήνη,-,Άρτα 44656/7,Υ.Α. Μυτιλήνη Λακωνία
370,E6291015,25/03/2017,Ελισσαίος,Elissaios,Σκόρδος,Skordos,Σωκράτης,Πολύδωρα,Ζιάρα,22/06/1987,Φθιώτιδα Γρεβενά,-,Καρπενήσι 77250/1,Υ.Α. Γρεβενά Φθιώτιδα
371,X5382006,03/02/2010,Ηρόδοτος,Erodotos,Σπάλας,Spalas,Μικές,Ασημίνα,Ξηροτύρη,15/12/1971,Άρτα Ερμούπολη,-,Καστοριά 70259/6,Υ.Α. Ερμούπολη Άρτα
372,EO8450416,06/10/2018,Γιαννούλα,Giannoula,Μπαλανίκα,Mpalanika,Καλλίνικος,Λουίζα,Τζιωρτζή,26/05/1966,Εύβοια Θεσσαλονίκη,-,Ζάκυνθος 55355/9,Υ.Α. Θεσσαλονίκη Εύβοια
373,IH9319897,30/12/2013,Πολυκράτης,Polukrates,Τζεβελέκος,Tzebelekos,Σιρανούς,Κερασιά,Πρέκα,03/08/1975,Αργολίδα Αργοστόλι,-,Μυτιλήνη 70566/1,Υ.Α. Αργοστόλι Αργολίδα
374,P5933086,25/05/2019,Αντίγονος,Antigonos,Χαρτερός,Kharteros,Άνθιμος,Σεραφεία,Τοσούνη,10/01/1997,Ξάνθη Κόρινθος,-,Σέρρες 67882/9,Υ.Α. Κόρινθος Ξάνθη
375,O4123245,07/04/2020,Πολύδωρος,Poludoros,Γιαννακόπουλος,Giannakopoulos,Αριστόβουλος,Μάρθα,Ντάνου,09/09/1981,Αττική Σάμος,-,Καβάλα 08264/7,Υ.Α. Σάμος Αττική
376,I0827681,22/02/2020,Ελισάβετ,Elisabet,Αρχάκη,Arkhake,Δημόκριτος,Ευσεβία,Βλαχοδήμου,27/12/1967,Ιωάννινα Χανιά,-,Πρέβεζα 96599/8,Υ.Α. Χανιά Ιωάννινα
377,HO1426200,14/08/2010,Σταματίνα,Stamatina,Μαγκανάρη,Magkanare,Αντύπας,Πασχαλιά,Ζώη,27/11/1976,Εύβοια Ηγουμενίτσα,-,Πάτρα 12159/5,Υ.Α. Ηγουμενίτσα Εύβοια
378,Y0682703,21/05/2018,Ματθίλδη,Matthilde,Παπακωνσταντίνου,Papakonstantinou,Μεγακλής,Θεοδούλη,Παπανικολάου,16/04/1963,Θεσσαλονίκη Θεσσαλονίκη,-,Κιλκίς 88109/7,Υ.Α. Θεσσαλονίκη Θεσσαλονίκη
379,XO0416876,01/03/2013,Χαρίτος,Kharitos,Νικολόπουλος,Nikolopoulos,Τρύφων,Ρηγούλα,Σιούτα,16/08/1975,Έβρος Ηράκλειο,-,Μεσολόγγι 31404/9,Υ.Α. Ηράκλειο Έβρος
380,IB3144105,13/07/2017,Καλομοίρα,Kalomoira,Φωλιά,Pholia,Θεόκλητος,Ευθαλία,Σάουερ,19/05/1975,Ημαθία Κοζάνη,-,Λάρισα 21470/8,Υ.Α. Κοζάνη Ημαθία
381,X8456622,20/02/2012,Ιάκωβος,Iakobos,Μπλιατσίου,Mpliatsiou,Νικόλαος,Πωλίνα,Καρυδά,06/08/1953,Καστοριά Πύργος,-,Ξάνθη 89093/8,Υ.Α. Πύργος Καστοριά
382,X8292111,29/07/2015,Έξαρχος,Exarkhos,Μαντζώρος,Mantzoros,Δρόσος,Νεφέλη,Γούπα,09/05/1946,Γρεβενά Σπάρτη,-,Δράμα 25358/1,Υ.Α. Σπάρτη Γρεβενά
383,B7559870,02/03/2010,Αγαπητός,Agapetos,Νέλος,Nelos,Φώτιος,Γενοβέφα,Τρίκα,28/01/1939,Κορινθία Σάμος,-,Αθήνα 73373/5,Υ.Α. Σάμος Κορινθία
384,E6112667,08/10/2007,Μαριάνθη,Marianthe,Σάουερ,Saouer,Ραχήλ,Αμβροσία,Σκαβέντζου,18/06/1941,Κιλκίς Δράμα,-,Λαμία 57136/7,Υ.Α. Δράμα Κιλκίς
385,X5259847,29/05/2010,Φίλιππος,Philippos,Κονδυλίδης,Kondulides,Αδάμ,Ταξιαρχία,Λέκκα,14/10/2009,Κεφαλληνία Καλαμάτα,-,Ηράκλειο 40438/6,Υ.Α. Καλαμάτα Κεφαλληνία
386,KI7449166,10/02/2019,Ζηνόβιος,Zenobios,Κουρκουτάς,Kourkoutas,Ερμόλαος,Ευστρατία,Γκιριτζιώνη,12/06/1928,Βοιωτία Μυτιλήνη,-,Καρπενήσι 17385/1,Υ.Α. Μυτιλήνη Βοιωτία
387,K3514209,19/12/2013,Ίκαρος,Ikaros,Βώσσος,Bossos,Ανανίας,Καλομοίρα,Ντζιαβίδα,09/07/1942,Φωκίδα Ναύπλιο,-,Πάτρα 48179/6,Υ.Α. Ναύπλιο Φωκίδα
388,AT8904823,19/04/2014,Ξανθίππη,Ksanthippe,Στυλιανίδου,Stulianidou,Αντύπας,Ρηγούλα,Αλεξανδράκη,12/06/1935,Χανιά Έδεσσα,-,Λευκάδα 06798/8,Υ.Α. Έδεσσα Χανιά
389,N6599541,03/01/2012,Ρεβέκα,Rebeka,Στούμπου,Stoumpou,Ανθούλης,Φραντζέσκα,Κορομπόκη,01/03/1934,Θεσσαλονίκη Πύργος,-,Ζάκυνθος 37048/1,Υ.Α. Πύργος Θεσσαλονίκη
390,X5762186,04/12/2009,Βελισσάριος,Belissarios,Σολακούδης,Solakoudes,Τζανέτος,Μελπομένη,Τσάτη,18/03/2009,Αχαΐα Καρπενήσι,-,Τρίπολη 94386/2,Υ.Α. Καρπενήσι Αχαΐα
391,EE7069646,16/08/2008,Κλειώ,Kleio,Χατζηδάκη,Khatzedake,Θεοδόσης,Ήβη,Ροδίτου,27/12/2010,Θεσσαλονίκη Άμφισσα,-,Χαλκίδα 41682/3,Υ.Α. Άμφισσα Θεσσαλονίκη
392,M4861709,17/10/2010,Σωζούσα,Sozousa,Θεοδοσίου,Theodosiou,Ηρόδοτος,Βερόνικα,Μαυρίδη,04/05/1961,Κοζάνη Αγ. Νικόλαος,-,Γρεβενά 35268/8,Υ.Α. Αγ. Νικόλαος Κοζάνη
393,O4834087,23/11/2015,Αγόρω,Agoro,Μαρκαντωνάκη,Markantonake,Χαράλαμπος,Νικητία,Λιούκα,14/11/2010,Σέρρες Πύργος,-,Αργοστόλι 13497/1,Υ.Α. Πύργος Σέρρες
394,X0732779,15/04/2010,Φαίδων,Phaidon,Κουκλατζής,Kouklatzes,Ευσέβιος,Θωμαίς,Αλεξανδρίδου,18/12/2009,Σάμος Χαλκίδα,-,Λευκάδα 83899/1,Υ.Α. Χαλκίδα Σάμος
395,O6766605,10/04/2018,Ερμόλαος,Ermolaos,Τζουβέλης,Tzoubeles,Λυκούργος,Αθηνά,Ασλανίδου,16/02/1924,Ροδόπη Μεσολόγγι,-,Κιλκίς 41349/8,Υ.Α. Μεσολόγγι Ροδόπη
396,IX6627013,12/07/2015,Ευτύχιος,Eutukhios,Κλήμης,Klemes,Ιππόλυτος,Ευρύκλεια,Καρβέλη,01/08/1924,Κέρκυρα Μυτιλήνη,-,Ηγουμενίτσα 38840/3,Υ.Α. Μυτιλήνη Κέρκυρα
397,E3296292,31/01/2018,Μαριγώ,Marigo,Δουκίδου,Doukidou,Ανδρόνικος,Χρυσοβαλάντου,Καμινάρη,11/03/1911,Χίος Σέρρες,-,Καβάλα 11281/5,Υ.Α. Σέρρες Χίος
398,NK1376466,24/10/2015,Θεόδωρος,Theodoros,Λουλάκης,Loulakes,Νέαρχος,Ανδρομέδα,Κουτσικούρη,29/05/1937,Ξάνθη Ηράκλειο,-,Βέροια 38845/2,Υ.Α. Ηράκλειο Ξάνθη
399,ZH6366382,20/08/2009,Θεώνη,Theone,Μπαφίτη,Mpaphite,Παναγιώτης,Αικατερίνη,Πυροβόλου,04/02/1963,Καβάλα Σπάρτη,-,Χίος 75409/1,Υ.Α. Σπάρτη Καβάλα
