,Surname,Given Name,Gender,Height,Nationality,Date of Birth,Identity No.,Document No.,Date of Expire,Parents,Tax No.,Social Security No.,Health No.
824,Lopes,Margarida,F,1.92,PRT,29 05 1928,30861373,30861373 7 ZZ8,08 08 2031,Marco Machado | Bruna Tavares,7567602,453978228155450,225958656688
825,Nogueira,Ana,F,1.74,PRT,27 12 1923,87200255,87200255 4 ZZ9,22 12 2022,Bernardo Andrade | Maria Martins,6561179,498168991119279,867904752219
826,Pires,Jéssica,F,1.71,PRT,15 03 1975,23892783,23892783 2 ZZ3,25 05 2028,Santiago Lima | Yasmin Tavares,241640,391852372212617,780747284276
827,Barros,Lorena,F,1.58,PRT,20 07 1938,37675277,37675277 2 ZZ6,21 12 2021,Benjamim Pinheiro | Inês Domingues,6136599,255799363824328,432870622901
828,Magalhães,Teresa,F,1.56,PRT,16 07 1933,3507420,03507420 9 ZZ2,03 10 2022,Mateus Lourenço | Patrícia Lourenço,6965074,47403552709930,161738750615
829,Paiva,Pilar,F,1.72,PRT,22 09 1925,40385416,40385416 6 ZZ4,02 06 2029,Álvaro Carvalho | Lara Vicente,7709354,797430996326497,226838256329
830,Amaral,Alexandre,M,1.78,PRT,26 04 1949,13065587,13065587 7 ZZ3,27 02 2027,Simão Monteiro | Sofia Ribeiro,7075245,3267648389059,106130286048
831,Assunção,Nair,F,1.84,PRT,15 05 1927,18950843,18950843 5 ZZ4,30 06 2030,Gonçalo Martins | Francisca Batista,965355,445406111532542,191141821155
832,Nascimento,Raquel,F,1.97,PRT,28 10 1991,94765780,94765780 6 ZZ0,22 10 2030,André Melo | Kyara Miranda,5599785,831042242412300,247127599742
833,Araújo,Fernando,M,1.53,PRT,09 02 1921,85751167,85751167 2 ZZ3,13 10 2021,Diogo Coelho | Bruna Moreira,557748,756720613129086,394606954454
834,Fernandes,Luciana,F,1.73,PRT,25 11 1992,7088962,07088962 0 ZZ1,03 08 2024,Daniel Carvalho | Alícia Macedo,5662320,643409746601036,137732342858
835,Machado,Daniela,F,1.55,PRT,19 03 1957,32722818,32722818 1 ZZ6,11 07 2023,Bruno Melo | Jéssica Machado,4325981,643141521725233,769231531642
836,Branco,Adriana,F,1.9,PRT,25 04 1914,62493864,62493864 5 ZZ1,06 12 2024,Leonardo Machado | Caetana Rodrigues,4609339,787527402631706,842747759420
837,Mota,Ismael,M,1.68,PRT,08 03 1911,49231976,49231976 1 ZZ7,19 04 2023,Filipe Moreira | Lúcia Pinho,1545581,218832591879944,361355093869
838,Marques,Gonçalo,M,1.64,PRT,07 03 1939,60593074,60593074 2 ZZ4,13 06 2023,Rafael Reis | Júlia Gonçalves,8116692,84936082702838,459827562939
839,Loureiro,Erika,F,1.54,PRT,29 07 1930,81678741,81678741 9 ZZ5,12 03 2023,Micael Leite | Lara Domingues,9151876,308015604000089,666248571317
840,Leal,Juliana,F,1.54,PRT,23 11 1965,53459931,53459931 2 ZZ2,18 10 2023,Enzo Azevedo | Sofia Ribeiro,9478617,403368752490610,73910604012
841,Pinto,Valentina,F,1.63,PRT,11 02 1967,6221827,06221827 9 ZZ8,12 06 2023,João Monteiro | Eduarda Borges,4494734,992613359427958,658266406663
842,Ribeiro,Wilson,M,1.84,PRT,10 07 1971,17314662,17314662 8 ZZ8,22 03 2023,Emanuel Rodrigues | Mélanie Coelho,2956730,663487205572114,243044064342
843,Antunes,Samuel,M,1.65,PRT,23 02 1915,80001070,80001070 6 ZZ2,21 10 2029,Nelson Rocha | Alícia Azevedo,1462875,52962088022406,689504148928
844,Freitas,Renata,F,1.84,PRT,10 09 2002,83190278,83190278 2 ZZ1,03 07 2024,Isaac Vaz | Valentina Gonçalves,8437132,141345387333081,565838631630
845,Ribeiro,Isabel,F,1.82,PRT,21 03 1950,26693861,26693861 9 ZZ4,10 02 2026,Brian Paiva | Mafalda Reis,4761560,164214640395141,887574712961
846,Barros,Naiara,F,1.71,PRT,11 11 1969,89528897,89528897 2 ZZ2,19 05 2028,Frederico Antunes | Luciana Soares,2293156,523815540365532,163676344621
847,Antunes,Petra,F,1.52,PRT,31 01 1917,71416527,71416527 6 ZZ0,13 07 2031,Sebastião Correia | Emma Guerreiro,4502331,735448928365137,598156360104
848,Figueiredo,Mateus,M,1.91,PRT,11 12 1960,7870378,07870378 6 ZZ9,17 04 2027,Ângelo Castro | Violeta Rodrigues,1027525,424480623609507,340311713704
849,Reis,Caetana,F,1.85,PRT,04 11 2005,52413063,52413063 3 ZZ6,10 10 2021,Gustavo Fernandes | Eduarda Cardoso,3336897,176008631986710,272996599907
850,Pereira,Flor,F,1.72,PRT,29 04 1957,19397081,19397081 3 ZZ4,13 02 2025,Dinis Campos | Emília Machado,6086123,985071817710341,185144096007
851,Simões,Daniel,M,1.79,PRT,22 11 1970,79869262,79869262 8 ZZ6,19 05 2031,Santiago Amaral | Mia Matias,5399080,641365031009417,297707138409
852,Guerreiro,Francisco,M,1.53,PRT,15 04 1920,45159897,45159897 9 ZZ3,21 03 2025,Rodrigo Domingues | Luísa Nunes,5982264,829235196498153,714298438534
853,Henriques,Vitória,F,1.78,PRT,25 05 1988,3518925,03518925 0 ZZ0,24 08 2030,Gaspar Campos | Naiara Morais,9269125,383359571969585,531911074404
854,Marques,Tomé,M,1.75,PRT,15 09 1950,5513267,05513267 9 ZZ5,08 04 2027,Tomás Pinho | Salomé Amorim,3121856,624311628227664,530197911544
855,Antunes,Juliana,F,1.84,PRT,25 09 1952,91615417,91615417 3 ZZ0,08 08 2031,José Neto | Filipa Loureiro,3392890,443411819064794,185812641287
856,Santos,Marta,F,1.61,PRT,07 12 1932,60480785,60480785 9 ZZ9,14 11 2030,Tomás Gaspar | Sara Oliveira,6945620,748208315185347,962615468424
857,Guerreiro,David,M,1.77,PRT,20 02 1938,21962312,21962312 8 ZZ2,02 01 2029,Marcos Oliveira | Juliana Cruz,7562739,379254889030937,397367457768
858,Santos,Bianca,F,1.9,BEN,09 10 2005,60250630,60250630 7 ZZ7,03 02 2028,Bruno Marques | Letícia Faria,7893543,23222169426774,580999912188
859,Silva,Irina,F,1.73,PRT,26 10 1960,71025539,71025539 8 ZZ2,01 07 2022,Diego Moura | Erika Gomes,686731,615977494600742,284886638342
860,Macedo,Filipa,F,1.66,PRT,16 07 1984,41730111,41730111 5 ZZ9,22 03 2022,Salvador Vieira | Soraia Leite,1310962,370210403715482,980324604382
861,Costa,Teresa,F,1.8,PRT,11 02 1981,97679179,97679179 3 ZZ3,27 03 2030,Sandro Jesus | Constança Antunes,7236375,225721625196186,296342915656
862,Mendes,Joel,M,1.75,PRT,28 06 1986,89995429,89995429 8 ZZ1,14 05 2025,Gustavo Brito | Carolina Abreu,348871,511920040062194,732359514954
863,Moreira,Mafalda,F,1.84,PRT,16 07 1961,2861243,02861243 6 ZZ3,09 01 2030,Fábio Guerreiro | Fabiana Mendes,9428158,976086545515307,230992354813
864,Figueiredo,Hugo,M,1.77,MCO,27 12 1951,81101155,81101155 2 ZZ2,07 03 2028,Paulo Matos | Helena Reis,908344,734145201587299,954221251294
865,Leite,Noah,M,1.71,CHE,26 12 1946,88252251,88252251 6 ZZ3,27 01 2029,Daniel Figueiredo | Amélia Correia,6806349,251198012942893,503387992148
866,Assunção,Débora,F,1.76,PRT,13 11 1991,2091989,02091989 9 ZZ2,20 05 2025,Valentim Batista | Rita Domingues,6510461,841402249806072,411345111187
867,Vieira,Mélanie,F,1.71,EGY,17 07 1959,90938570,90938570 8 ZZ5,26 07 2026,Marco Amaral | Rita Torres,3566512,758647209351409,288091797058
868,Pinheiro,Cristiano,M,1.85,PRT,07 11 1911,54185447,54185447 5 ZZ1,23 08 2028,Henrique Almeida | Clara Nogueira,2014794,421819700433477,403159790876
869,Antunes,Frederico,M,1.64,PRT,04 11 1930,13840897,13840897 6 ZZ7,22 12 2021,Gil Domingues | Pilar Henriques,8025817,682002172357978,988867028096
870,Cruz,Afonso,M,1.55,PRT,20 04 1938,88872332,88872332 9 ZZ1,29 01 2029,Daniel Pires | Pilar Carneiro,6785923,921512656913384,832997348338
871,Morais,Simão,M,1.86,PRT,23 12 1936,5853551,05853551 5 ZZ8,28 09 2022,Leonardo Lourenço | Renata Carneiro,9492055,741822087306325,180895306468
872,Branco,Tiago,M,1.5,PRT,06 02 1950,8321389,08321389 5 ZZ4,02 11 2021,Luca Leite | Flor Campos,9898747,809495166999426,475682981645
873,Freitas,Lucas,M,1.75,PRT,04 07 1929,70207955,70207955 8 ZZ7,08 02 2027,Cláudio Tavares | Maria Baptista,328553,217203457309921,745239115364
874,Simões,Vera,F,1.61,PRT,04 02 1919,2771091,02771091 8 ZZ7,03 01 2030,Leonardo Barros | Violeta Fonseca,1340552,507387199109804,575039563718
875,Amorim,Eduardo,M,1.76,PRT,06 12 1970,62720056,62720056 4 ZZ3,27 09 2028,Gaspar Lourenço | Eduarda Domingues,6916044,917122926743657,208511562934
876,Martins,Tomé,M,1.69,COG,14 05 1962,87112291,87112291 1 ZZ6,31 08 2022,Frederico Rocha | Júlia Rocha,7708542,224667985281935,966043767390
877,Macedo,Salvador,M,1.58,PRT,29 08 1917,38943694,38943694 3 ZZ8,27 07 2031,Mário Nogueira | Amélia Magalhães,7500671,452410336583945,823037319431
878,Pinho,Vicente,M,1.71,PRT,25 04 2008,82237416,82237416 5 ZZ7,19 01 2029,Frederico Esteves | Miriam Fernandes,4869828,794677463707979,923454733704
879,Sousa,Marta,F,1.95,GAB,06 03 1977,17972156,17972156 6 ZZ7,11 09 2021,Cláudio Assunção | Margarida Costa,2988891,594628873212180,650108579811
880,Melo,Maria,F,1.73,PRT,14 08 1938,5594970,05594970 1 ZZ5,19 04 2022,Luís Loureiro | Petra Antunes,1152718,234304640760196,455945256568
881,Marques,Sofia,F,1.78,PRT,20 06 1949,47793541,47793541 8 ZZ9,29 01 2028,William Matos | Diana Nascimento,6521744,591764897587010,716917788873
882,Brito,Fábio,M,1.68,PRT,05 10 1964,75677675,75677675 4 ZZ0,02 04 2028,Nuno Gaspar | Raquel Monteiro,8230849,552869635763610,31862700842
883,Reis,Bárbara,F,1.76,PRT,25 03 1930,28829808,28829808 0 ZZ1,27 04 2029,Rúben Fonseca | Mara Melo,4434508,987625941955302,390576640965
884,Machado,Emma,F,1.73,PRT,13 09 1924,38568728,38568728 7 ZZ7,15 05 2030,Gonçalo Moreira | Jéssica Ramos,1271485,882784971575494,353726352442
885,Magalhães,Nair,F,1.66,PRT,28 11 1925,99877800,99877800 4 ZZ8,10 09 2022,Ricardo Nascimento | Bárbara Guerreiro,7261247,672865532828222,806082011463
886,Andrade,Luca,M,1.87,PRT,14 01 1917,24165854,24165854 6 ZZ0,29 07 2031,Marcos Batista | Alícia Sá,4073791,32506951815366,125171419461
887,Maia,Marco,M,1.7,PRT,06 03 1971,32451640,32451640 9 ZZ0,12 05 2029,Márcio Batista | Mélanie Tavares,7196408,54840815309487,273260993464
888,Gomes,Carlos,M,1.84,PRT,11 04 1949,74245438,74245438 6 ZZ0,25 11 2022,Kévim Gomes | Ariana Melo,4437382,765933596616444,809035022517
889,Loureiro,Valentim,M,1.77,PRT,02 10 1930,915579,00915579 2 ZZ3,16 09 2029,Guilherme Garcia | Bruna Cunha,9995481,543403013951823,116438863826
890,Moura,Rúben,M,1.61,PRT,14 06 1913,66192671,66192671 5 ZZ6,13 05 2029,Lisandro Cardoso | Mélanie Correia,6711240,848524336002355,633126020049
891,Cunha,Francisco,M,1.38,PRT,29 02 1940,54930627,54930627 8 ZZ9,16 05 2026,Brian Leite | Mélanie Silva,510895,373964274064556,849634644379
892,Pinto,Erica,F,1.6,PRT,09 07 1927,93664442,93664442 9 ZZ1,08 05 2024,Diego Garcia | Daniela Faria,1943540,181612093084013,652993351937
893,Martins,Iara,F,1.57,PRT,04 06 1950,50010604,50010604 5 ZZ8,05 11 2021,Gustavo Brito | Marta Valente,3664693,657515265658864,724112552205
894,Melo,Mia,F,1.6,PRT,06 04 1912,70250098,70250098 3 ZZ4,06 04 2025,Rafael Neves | Pilar Ferreira,2823052,569683278240768,473742702527
895,Correia,Mariana,F,1.55,PRT,20 02 1940,90440959,90440959 5 ZZ2,21 04 2022,Guilherme Oliveira | Kyara Freitas,5938448,9724797630897,146971373843
896,Costa,Iara,F,1.74,PRT,26 09 1951,33730198,33730198 1 ZZ1,21 04 2028,Eduardo Pires | Ângela Loureiro,194249,186046814168318,277989113050
897,Soares,Tomé,M,1.83,PRT,27 06 1911,72346453,72346453 1 ZZ5,28 01 2026,Guilherme Figueiredo | Bianca Lopes,7793752,577840774993384,823373814393
898,Gonçalves,Gonçalo,M,1.52,PRT,26 05 1924,25095405,25095405 3 ZZ3,15 08 2031,Mauro Loureiro | Isabel Garcia,8661407,283451000335397,123980392409
899,Macedo,João,M,1.73,PRT,06 11 2000,15493948,15493948 7 ZZ2,02 12 2026,Noa Garcia | Mélanie Alves,4529021,745575569145524,34196653815
900,Coelho,Miriam,F,1.85,PRT,28 02 1955,85057797,85057797 7 ZZ7,31 12 2021,Leonardo Andrade | Renata Antunes,9297957,104852979795792,672419418871
